Index,Text,Clarity of Review,Justification of Scores,Depth of Analysis,Fairness and Objectivity,Constructiveness of Feedback,Engagement with Related Work,Accuracy in Understanding,Consistency of Evaluation,Identification of Novelty,Ethical Considerations and Responsibility
B1spAqUp--R1,"This paper is well written and easy to follow.  The authors propose pixel deconvolutional layers for convolutional neural networks.  The motivation of the proposed method, PixelDCL, is to remove the checkerboard effect of deconvolutoinal layers.  \nThe method consists of adding direct dependencies among the intermediate feature maps generated by the deconv layer.  PixelDCL is applied sequentially, therefore it is slower than the original deconvolutional layer.  The authors evaluate the model in two different problems: semantic segmentation (on PASCAL VOC and MSCOCO datasets) and in image generation VAE (with the CelebA dataset).  \n\nThe authors justify the proposed method as a way to alleviate the checkerboard effect (while introducing more complexity to the model and making it slower).  In the experimental section, however, they do not compare with other approaches to do so For example, the upsampling+conv approach, which has been shown to remove the checkerboard effect while being more efficient than the proposed method (as it does not require any sequential computation).  Moreover, the PixelDCL does not seem to bring substantial improvements on DeepLab (a state-of-the-art semantic segmentation algorithm).  More comments and further exploration on this results should be done.  Why no performance boost?  Is it because of the residual connection?  Or other component of DeepLab?  Is the proposed layer really useful once a powerful model is used? \n\nI also think the experiments on VAE are not conclusive.  The authors simply show set of generated images.  First, it is difficult to see the different of the image generated using deconv and PixelDCL.  Second, a set of 20 qualitative images does not (and cannot) validate any research idea.",1,1,1,-1,1,1,1,1,-1,-1
B1spAqUp--R2,"Paper summary:\nThis paper proposes a technique to generalize deconvolution operations used in standard CNN architectures.  Traditional deconvolution operation uses independent filter weights to compute output features at adjacent pixels.  This work proposes to do sequential prediction of adjacent pixel features (via intermediate feature maps) resulting in more spatially smooth outputs for deconvolution layer.  This new layer is referred to as \u2018pixel deconvolution layer\u2019 and it is demonstrated on two tasks of semantic segmentation and face generation. \n\n\nPaper Strengths:\n- Despite being simple technique, the proposed pixel deconvolution layer is novel and interesting",1,-1,-1,-1,-1,-1,1,-1,1,-1
B1spAqUp--R3,"This paper proposed the new approach for feature upsampling called pixel deconvolution, which aims to resolve checkboard artifact of conventional deconvolution.  By sequentially applying a series of decomposed convolutions, the proposed method explicitly enforces the model to consider the relation between pixels thus effectively improve the deconvolution network with an increased computational cost to some extent. \n\nOverall, the paper is clearly written and easy to understand the main motivation and methods.  However, the checkboard artifact is a well-known problem of deconvolution network, and has been addressed by several approaches which are simpler than the proposed pixel deconvolution.  For example, it is well known that simple bilinear interpolation optionally followed by convolutions effectively removes checkboard artifact to some extent, and bilinear additive upsampling proposed in Wonja et al., 2017 also demonstrated its effectiveness as an alternative for deconvolution.   Comparisons against these approaches would make the paper stronger.   Besides, comparisons/discussions based on extensive analysis on various deconvolution architectures presented in Wonja et al., 2017 would also be interesting. \n\nWonja et al, The Devil is in the Decoder, In BMVC, 2017\n",1,1,1,-1,-1,-1,-1,-1,-1,-1
B1tC-LT6W-R1,"The problem considered in the paper is of compressing large networks (GRUs) for faster inference at test time.  \n\nThe proposed algorithm uses a two step approach: 1)  use trace norm regularization (expressed in variational form) on dense parameter matrices at training time without constraining the number of parameters,  b) initializing from the SVD of parameters trained in stage 1, learn a new network with reduced number of parameters. \n\nThe experiments on WSJ dataset are promising towards achieving a trade-off between number of parameters and accuracy.  \n\nI have the following questions regarding the experiments:\n1. Could the authors confirm that the reported CERS are on validation/test dataset and not on train/dev data?  It is not explicitly stated.  I hope it is indeed the former, else I have a major concern with the efficacy of the algorithm as ultimately, we care about the test performance of the compressed models in comparison to uncompressed model.  \n\n2. In B.1 the authors use an increasing number units in the hidden layers of the GRUs as opposed to a fixed size like in Deep Speech 2, an obvious baseline that is missing from the  experiments is the comparison with *exact* same GRU (with  768, 1024, 1280, 1536 hidden units) *without any compression*.  \n\n3.  What do different points in Fig 3 and 4 represent.  What are the values of lamdas that were used to train (the l2 and trace norm regularization) the Stage 1 of models shown in Fig 4.  I want to understand what is the difference in the  two types of  behavior of orange points (some of them seem to have good compression while other do not - it the difference arising from initialization or different choice of lambdas in stage 1.  \n\nIt is interesting that although L2 regularization does not lead to low \\nu parameters in Stage 1, the compression stage does have comparable performance to that of trace norm minimization.  The authors point it out, but a further investigation might be interesting.  \n\nWriting:\n1. The GRU model for which the algorithm is proposed is not introduced until the appendix.  While it is a standard network, I think the details should still be included in the main text to understand some of the notation referenced in the text like \u201c\\lambda_rec\u201d and \u201c\\lambda_norec\u201d",1,1,1,-1,1,-1,1,1,-1,-1
B1tC-LT6W-R2,"The authors propose a strategy for compressing RNN acoustic models in order to deploy them for embedded applications.  The technique consists of first training a model by constraining its trace norm, which allows it to be well-approximated by a truncated SVD in a second fine-tuning stage.  Overall, I think this is interesting work,  but I have a few concerns which I\u2019ve listed below:\n\n1. Section 4, which describes the experiments of compressing server sized acoustic models for embedded recognition seems a bit \u201cdisjoint\u201d from the rest of the paper.  I had a number of clarification questions spefically on this section:\n- Am I correct that the results in this section do not use the trace-norm regularization at all?  It would strengthen the paper significantly if the experiments presented on WSJ in the first section were also conducted on the \u201cinternal\u201d task with more data. \n- How large are the training/test sets used in these experiments (for test sets, number of words, for training sets, amount of data in hours (is this ~10,000hrs), whether any data augmentation such as multi-style training was done, etc.) \n- What are the \u201ctier-1\u201d and \u201ctier-2\u201d models in this section?  It would also aid readability if the various models were described more clearly in this section, with an emphasis on structure, output targets, what LMs are used, how are the LMs pruned for the embedded-size models, etc.  Also, particularly given that the focus is on embedded speech recognition, of which the acoustic model is one part, I would like a few more details on how decoding was done, etc. \n- The details in appendix B are interesting, and I think they should really be a part of the main paper.  That being said, the results in Section B.5, as the authors mention, are somewhat preliminary,  and I think the paper would be much stronger if the authors can re-run these experiments were models are trained to convergence. \n- The paper focuses fairly heavily on speech recognition tasks, and I wonder if it would be more suited to a conference on speech recognition.  \n\n2. Could the authors comment on the relative training time of the models with the trace-norm regularizer, L2-regularizer and the unconstrained model in terms of convergence time. \n\n3. Clarification question: For the WSJ experiments was the model decoded without an LM?  If no LM was used, then the choice of reporting results in terms of only CER is reasonable,  but I think it would be good to also report WERs on the WSJ set in either case. \n\n4. Could the authors indicate the range of values of \\lambda_{rec} and \\lambda_{nonrec} that were examined in the work?  Also, on a related note, in Figure 2, does each point correspond to a specific choice of these regularization parameters? \n\n5. Figure 4: For the models in Figure 4, it would be useful to indicate the starting CER of the stage-1 model before stage-2 training to get a sense of how stage-2 training impacts performance. \n\n6. Although the results on the WSJ set are interesting,  I would be curious if the same trends and conclusions can be drawn from a larger dataset -- e.g., the internal dataset that results are reported on later in the paper, or on a set like Switchboard.  I think these experiments would strengthen the paper. \n\n7. The experiments in Section 3.2.3 were interesting, since they demonstrate that the model can be warm-started from a model that hasn\u2019t fully converged.  Could the authors also indicate the CER of the model used for initialization in addition to the final CER after stage-2 training in Figure 5. \n\n8. In Section 4, the authors mention that quantization could be used to compress models further although this is usually degrades WER by 2--4% relative. I think the authors should consider citing previous works which have examined quantization for embedded speech recognition [1], [2]. In particular, note that [2] describes a technique for training with quantized forward passes which results in models that have smaller performance degradation relative to quantization after training. \nReferences:\n[1] Vincent Vanhoucke, Andrew Senior, and Mark Mao, \u201cImproving the speed of neural networks on cpus,\u201d in Deep Learning and Unsupervised Feature Learning Workshop, NIPS, 2011.\n[2] Raziel Alvarez, Rohit Prabhavalkar, Anton Bakhtin, \u201cOn the efficient representation and execution of deep acoustic models,\u201d Proc. of Interspeech, pp. 2746 -- 2750, 2016.\n\n9. Minor comment: The authors use the term \u201cwarmstarting\u201d to refer to the process of training NNs by initializing from a previous model.  It would be good to clarify this in the text.",1,1,1,1,1,1,1,1,-1,-1
B1tC-LT6W-R3,"Paper is well written and clearly explained.  The paper is a experimental paper as it has more content on the experimentation  and less content on problem definition and formulation.  The experimental section is strong and it has evaluated across different datasets and various scenarios.  However, I feel the contribution of the paper toward the topic is incremental and not significant enough to be accepted in this venue.  It only considers a slight modification into the loss function by adding a trace norm regularization.",1,1,1,-1,-1,-1,-1,-1,-1,-1
B1tExikAW-R1,"The idea is clearly stated (but lacks some details) and I enjoyed reading the paper.  \n\nI understand the difference between [Kos+17] and the proposed scheme but I could not understand in which situation the proposed scheme works better.  From the adversary's standpoint, it would be easier to manipulate inputs than latent variables.  On the other hand, I agree that sample-independent perturbation is much more practical than sample-dependent perturbation. \n\nIn Section 3.1, the attack methods #2 and #3 should be detailed more.  I could not imagine how VAE and T are trained simultaneously. \n\nIn Section 3.2, the authors listed a couple of loss functions.  How were these loss functions are combined?  The final optimization problem that is used for training of the propose VAE should be formally defined.  Also, the detailed specification of the VAE should be detailed. \n\nFrom figures in Figure 4 and Figure 5, I could see that the proposed scheme performs successfully in a qualitative manner,  however, it is difficult to evaluate the proposed scheme qualitatively without comparisons with baselines.  For example, can the proposed scheme can be compared with [Kos+17] or some other sample-dependent attacks?  Also, can you experimentally show that attacks on latent variables are more powerful than attacks on inputs?\n\n\n",1,1,1,-1,-1,-1,-1,-1,-1,-1
B1tExikAW-R2,"This paper misses the point of what VAEs (or GANs, in general) are used for.  The idea of using VAEs is not to encode and decode images (or in general any input), but to recover the generating process that created those images so we have an unlimited source of samples.  The use of these techniques for compressing is still unclear and their quality today is too low.  So the attack that the authors are proposing does not make sense and my take is that we should see significant changes before they can make sense.  \n\nBut let\u2019s assume that at some point they can be used as the authors propose.  In which one person encodes an image, send the latent variable to a friend, but a foe intercepts it on the way and tampers with it so the receiver recovers the wrong image without knowing.  Now if the sender believes the sample can be tampered with, if the sender codes z with his private key would not make the attack useless?  I think this will make the first attack useless.  \n\nThe other two attacks require that the foe is inserted in the middle of the training of the VAE.  This is even less doable, because the encoder and decoder are not train remotely.  They are train of the same machine or cluster in a controlled manner by the person that would use the system.  Once it is train it will give away the decoder and keep the encoder for sending information.\n\n",1,1,1,1,1,-1,1,1,-1,-1
B1tExikAW-R3,"This paper is concerned with both security and machine learning.  \nAssuming that data is encoded, transmited, and decoded using a VAE,\nthe paper proposes a man-in-middle attack that alters the VAE encoding of the input data so that the decoded output will be misclassified. \nThe objectives are to: 1) fool the autoencoder; the classification output of the autoencoder is different from the actual class of the input;  2) make minimal change in the middle so that the attack is not detectable.  \n\nThis paper is concerned with both security and machine learning, but there is no clear contributions to either field.  From the machine learning perspective, the proposed \""attacking\"" method is standard without any technical novelty.  From the security perspective, the scenarios are too simplistic.  The encoding-decoding mechanism being attacked is too simple without any security enhancement.  This is an unrealistic scenario.  For applications with security concerns, there should have been methods to guard against man-in-the-middle attack, and the paper should have at least considered some of them.  Without considering the state-of-the-art security defending mechanism, it is difficult to judge the contribution of the paper to the security community.  \n\nI am not a security expert, but I doubt that the proposed method are formulated based on well founded security concepts and ideas.  For example, what are the necessary and sufficient conditions for an attacking method to be undetectable?  Are the criteria about the magnitude of epsilon given on Section 3.3. necessary and sufficient?  Is there any reference for them?  Why do we require the correspondence between the classification confidence of tranformed and original data?  Would it be enough to match the DISTRIBUTION of the confidence?",1,-1,1,-1,-1,1,-1,-1,-1,-1
B1twdMCab-R1,"This paper proposes a model for adding background knowledge to natural language understanding tasks.  The model reads the relevant text and then more assertions gathered from background knowledge before determining the final prediction.  The authors show this leads to some improvement on multiple tasks like question answering and natural language inference (they do not obtain state of the art but improve over a base model, which is fine in my opinion). \n\nI think the paper does a fairly good job at doing what it does,  it is just hard to get excited by it.  \nHere are my major comments:\n\n* The authors explains that the motivation for the work is that one cannot really capture all of the knowledge necessary for doing natural language understanding because the knowledge is very dynamic.  But then they just concept net to augment text.  This is quite a static strategy, I was assuming the authors are going to use some IR method over the web to back up their motivation.  As is, I don't really see how this motivation has anything to do with getting things out of a KB.  A KB is usually a pretty static entity, and things are added to it at a slow pace. \n\n* The author's main claim is that retrieving background knowledge and adding it when reading text can improve performance a little when doing QA and NLI.  Specifically they take text and add common sense knowledge from concept net.  The authors do a good job of showing that indeed the knowledge is important to gain this improvement through analysis.  However, is this statement enough to cross the acceptance threshold of ICLR?  Seems a bit marginal to me. \n\n* The author's propose a specific way of incorporating knowledge into a machine reading algorithm through re-embeddings that have some unique properties of sharing embeddings across lemmas and also having some residual connections that connect embeddings and some processed versions of them.  To me it is unclear why we should use this method for incorporating background knowledge and not some simpler way.  For example, have another RNN read the assertions and somehow integrate that.  The process of re-creating embeddings seems like one choice in a space of many, not the simplest, and not very well motivated.  There are no comparisons to other possibilities.  As a result, it is very hard for me to say anything about whether this particular architecture is interesting or is it just in general that background knowledge from concept net is useful.  As is, I would guess the second is more likely and so I am not convinced the architecture itself is a significant contribution. \n\nSo to conclude, the paper is well-written, clear, and has nice results and analysis.  The conclusion is that reading background knowledge from concept net boost performance using some architecture.  This is nice to know but I think does not cross the acceptance threshold.\n\n",1,1,1,-1,-1,-1,-1,-1,-1,-1
B1twdMCab-R2,"The main emphasis of this paper is how to add background knowledge so as to improve the performance of NLU (specifically QA and NLI) systems . They adopt the sensible perspective that background knowledge might most easily be added by providing it in text format.  However, in this paper, the way it is added is simply by updating word representations based on this extra text.  This seems too simple to really be the right way to add background knowledge.  \n\nIn practice, the biggest win of this paper turns out to be that you can get quite a lot of value by sharing contextualized word representations between all words with the same lemma (done by linguistic preprocessing;  the paper never says exactly how, not even if you read the supplementary material).  This seems a useful observation which it would be easy to apply everywhere and which shows fairly large utility from a bit of linguistically sensitive matching!   As the paper notes, this type of sharing is the main delta in this paper from simply using a standard deep LSTM (which the paper claims to not work on these data sets, though I'm not quite sure couldn't be made to work with more tuning). \n\npp. 6-7: The main thing of note seems to be that sharing of representations between words with the same lemma (which the tables refer to as \""reading\"" is worth a lot (3.5-6.0%), in every case rather more than use of background knowledge (typically 0.3-1.5%).  A note on the QA results: The QA results are certainly good enough to be in the range of \""good systems\"",  but none of the results really push the SOTA.  The best SQuAD (devset) results are shown as several percent below the SOTA.  In the table the TriviaQA results are shown as beating the SOTA, and that's fair wrt published work at the time of submission,  but other submissions show that all of these results are below what you get by running the DrQA (Chen et al. 2017) system off-the-shelf on TriviaQA, so the real picture is perhaps similar to SQuAD, especially since DrQA is itself now considerably below the SOTA on SQUAD.  Similar remarks perhaps apply to the NLI results. \n\np.7 In the additional NLI results, it is interesting and valuable to note that the lemmatization and knowledge help much more when amounts of data (and the covarying dimensionality of the word vectors) is much smaller,  but the fact that the ideas of this paper have quite little (or even negative) effects when run on the full data with full word vectors on top of the ESIM model again draws into question whether enough value is being achieved from the world knowledge. \n\nBiggest question:\n - Are word embeddings powerful enough as a form of memory to store the kind of relational facts that you are accessing as background knowledge? \n\nMinor notes:\n - The paper was very well written/edited.  The only real copyediting I noticed was in the conclusion: and be used \u2794 and can be used; that rely on \u2794 that relies on. \n - Should reference to (Manning et al. 1999) better be to (Manning et al. 2008) since the context here appears to be IR systems? \n - On p.3 above sec 3.1: What is u?  Was that meant to be z? \n - On p.8, I'm a bit suspicious of the \""Is additional knowledge used? \"" experiment which trains with knowledge and then tests without knowledge.  It's not surprising that this mismatch might hurt performance, even if the knowledge provided no incremental value over what could be gained from standard word vectors alone. \n - In the supplementary material the paper notes that the numbers are from the best result from 3 runs.  This seems to me a little less good experimental practice than reporting an average of k runs, preferably for k a bit bigger than 3.\n\n\n",1,1,1,-1,1,1,1,1,-1,-1
B1twdMCab-R3,"The quality of this paper is good.  The presentation is clear  but I find lack of description of a key topic.  The proposed model is not very innovative but works fine for the DQA task.  For the TE task, the proposed method does not perform better than the state-of-the-art systems.  \n\n- As ESIM is one of the key components in the experiments, you should briefly introduce ESIM and explain how you incorporated with your vector representations into ESIM. \n- The reference of ESIM is not correct. \n- Figure 1 is hard to understand.  \n- What corpus did you use to pre-train word vectors?  \n- As the proposed method was successful for the QA task,  you need to explain QA data sets and how the questions are solved. \n- I also expect performance and  error analysis of the task results.   \n- To claim \""task-agnostic\"", you need to try to apply your method to other NLP tasks as well. \n- Page 3. \\Sigma is not defined.",1,1,1,-1,1,1,1,1,-1,-1
B1uvH_gC--R1,"The paper describes a manifold learning method that adapts the old ideas of multidimensional scaling, with geodesic distances in particular, to neural networks.  The goal is to switch from a non-parametric to a parametric method and hence to have a straightforward out-of-sample extension. \n\nThe paper has several major shortcomings:\n* Any paper dealing with MDS and geodesic distances should test the proposed method on the Swiss roll, which has been the most emblematic benchmark since the Isomap paper in 2000.  Not showing the Swiss roll would possibly let the reader think that the method does not perform well on that example.  In particular, DR is one of the last fields where deep learning cannot outperform older methods like t-SNE.  Please add the Swiss roll example. \n* Distance preservation appears more and more like a dated DR paradigm.  Simple example from 3D to 2D are easily handled but beyond the curse of dimensionality makes things more complicated, in particular due to norm computation.  Computation accuracy of the geodesic distances in high-dimensional spaces can be poor.  This could be discussed and some experiments on very HD data should be reported. \n* Some key historical references are overlooked, like the SAMMANN.  There is also an over-emphasis on spectral methods, with the necessity to compute large matrices and to factorize them, probably owing to the popularity of spectral DR metods a decade ago.  Other methods might be computationally less expensive, like those relying on space-partitioning trees and fast multipole methods (subquadratic complexity).  Finally, auto-encoders could be mentioned as well; they have the advantage of providing the parametric inverse of the mapping too. \n* As a tool for unsupervised learning or exploratory data visualization, DR can hardly benefit from a parametric approach.  The motivation in the end of page 3 seems to be computational only. \n* Section 3 should be further detailed (step 2 in particular). \n* The experiments are rather limited, with only a few artifcial data sets and hardly any quantitative assessment except for some monitoring of the stress.  The running times are not in favor of the proposed method.  The data sets sizes are, however, quite limited, with N<10000 for point cloud data and N<2000 for the image manifold. \n* The conclusion sounds a bit vague and pompous ('by allowing a limited infusion of axiomatic computation...').  What is the take-home message of the paper?",1,1,1,1,-1,-1,-1,-1,-1,-1
B1uvH_gC--R2,"The authors argue that the spectral dimensionality reduction techniques are too slow, due to the complexity of computing the eigenvalue decomposition, and that they are not suitable for out-of-sample extension.  They also note the limitation of neural networks, which require huge amounts of data to properly learn the data structure.  The authors therefore propose to first sub-sample the data and afterwards to learn an MDS-like cost function directly with a neural network, resulting in a parametric framework. \n\nThe paper should be checked for grammatical errors, such as e.g. consistent use of (no) hyphen in low-dimensional (or low dimensional). \n\nThe abbreviations should be written out on the first use, e.g. MLP, MDS, LLE, etc. \n\nIn the introduction the authors claim that the complexity of parametric techniques does not depend on the number of data points, or that moving to parametric techniques would reduce memory and computational complexities.  This is in general not true.  Even if the number of parameters is small, learning them might require complex computations on the whole data set.  On the other hand, even if the number of parameters is equal to the number of data points, the computations could be trivial, thus resulting in a complexity of O(N). \n\nIn section 2.1, the authors claim \""Spectral techniques are non-parametric in nature\""; this is wrong again.  E.g. PCA can be formulated as MDS (thus spectral), but can be seen as a parametric mapping which can be used to project new words. \n\nIn section 2.2, it says \""observation that the double centering...\"".  Can you provide a citation for this? \n\nIn section 3, the authors propose they technique, which should be faster and require less data than the previous methods, but to support their claim, they do not perform an analysis of computational complexity.  It is not quite clear from the text what the resulting complexity would be.  With N as number of data points and M as number of landmarks, from the description on page 4 it seems the complexity would be O(N + M^2), but the steps 1 and 2 on page 5 suggest it would be O(N^2 + M^2).  Unfortunately, it is also not clear what the complexity of previous techniques, e.g DrLim, is. \n\nFigure 3, contrary to text, does not provide a visualisation to the sampling mechanism. \n\nIn the experiments section, can you provide a citation for ADAM and explain how the parameters were selected?  Also, it is not meaningful to measure the quality of a visualisation via the MDS fit.  There are more useful approaches to this task, such as the quality framework [*]. \n\nIn figure 4a, x-axis should be \""number of landmarks\"". \n\nIt is not clear why the equation 6 holds.  Citation? \nIt is also not clear how exactly the equation 7 is evaluated.  It says \""By varying the number of layers and the number of nodes...\"", but the nodes and layer are not a part of the equation. \n\nThe notation for equation 8 is not explained.  Again, use [*].\n\n[*] Lee, John Aldo ; Verleysen, Michel. Scale-independent quality criteria for dimensionality reduction. In: Pattern Recognition Letters, Vol. 31, no. 14, p. 2248-2257 (2010). doi:10.1016/j.patrec.2010.04.013.\n",1,1,1,1,1,1,1,1,-1,-1
B1uvH_gC--R3,"The key contribution of the paper is a new method for nonlinear dimensionality reduction.  \n\nThe proposed method is (more or less) a modification of the DrLIM manifold learning algorithm (Hadsell, Chopra, LeCun 2006) with a slightly different loss function that is inspired by multidimensional scaling.  While DrLIM only preserves local geometry, the modified loss function presents the opportunity to preserve both local and global geometry.  The rest of the paper is devoted to an empirical validation of the proposed method on small-scale synthetic data (the familiar Swiss roll, as well as a couple of synthetic image datasets).  \n\nThe paper revisits mostly familiar ideas.  The importance of preserving both local and global information in manifold learning is well known, so unclear what the main conceptual novelty is.  This reviewer does not believe that modifying the loss function of a well established previous method that is over 10 years old (DrLIM) constitutes a significant enough contribution. \n\nMoreover, in this reviewer's experience, the major challenge is to obtain proper estimates of the geodesic distances between far-away points on the manifold, and such an estimation is simply too difficult for any reasonable dataset encountered in practice.  However, the authors do not address this, and instead simply use the Isomap approach for approximating geodesics by graph distances, which opens up a completely different set of challenges (how to construct the graph, how to deal with \""holes\"" in the manifold, how to avoid short circuiting in the all-pairs shortest path computations etc etc).  \n\nFinally, the experimental results are somewhat uninspiring.  It seems that the proposed method does roughly as well as Landmark Isomap (with slightly better generalization properties) but is slower by a factor of 1000x.  \n\nThe horizon articulation data, as well as the pose articulation data, are both far too synthetic to draw any practical conclusions. \n",1,1,1,1,-1,-1,-1,-1,-1,-1
B1wN2f2-G-R1,"This paper surveys models for collaborative filtering with user/item covariate.  \n\nOverall the authors seems to have captured the essence of a large number of popular CF models and I found that the proposed model classification is reasonable.  The notation also make it easy to understand the differences between different models.  In that sense this paper could be useful to researchers wanting to better understand this field.  It may also be useful to develop further insights into current models (although the authors do not go that route).  \n\nThe impact of this paper may be limited in this community since it is a survey about a fairly niche topic (a subset of recommender systems) that may not be of central interest at ICLR.  Overall, I think this paper would be a better fit in a recsys, applied ML or information retrieval journal. \n\n\nA few comments: \n\nI find that there are several ways the paper could make a stronger contribution:  \n1) Use the unifying notation to discuss strengths and weaknesses of current approaches (ideally with insights about possible future approaches).\ n2) Report the results of a large study of many of the surveyed models on a large number of datasets.  Ideally further insights could be derived from these results.\ n3) Provide a common code framework with all methods\ n4) Add a discussion on more structured sources of covariates (e.g., social networks).  This could probably more or less easily be added as a subsection using the current classification. \n\n- A similar classification of collaborative filtering models with covariates is proposed in this thesis (p.41):\nhttps://tspace.library.utoronto.ca/bitstream/1807/68831/1/Charlin_Laurent_201406_PhD_thesis.pdf \n\n- The paper is well written overall  but the current version of the paper contains several typos.",1,1,1,-1,-1,-1,-1,-1,-1,-1
B1wN2f2-G-R2,"This paper provides a survey of attribute-aware collaborative filtering.  In particular, it classifies existing methods into four different categories, according to the representation of the interactions of users, items and attributes.  Furthermore, the authors also provide the probabilistic interpretation of the models.  In addition, preliminary experiments comparing among different categories are also provided.  \n\nThere have existed several works which also provide surveys of attribute-aware collaborative filtering . Hence, the contribution of this paper is limited, although the authors claim two differences between their work and the existing ones.  In particular, the advantages and disadvantages of different categories are not systematically compared, and hence the readers cannot get insightful comments and suggestions from this survey.\ n\nIn general, survey papers are not very suitable for publication at conferences. \n",1,1,-1,-1,-1,1,1,-1,-1,-1
B1wN2f2-G-R3,"This paper reviews the existing literature on attribute-based collaborative filtering.  The author categories the existing works int four categories. \n\nWhile the categorization is reasonable , there is no proposed new work beyond the existing approaches.  No new insight is being discussed.  Such survey style paper is not appropriate to for ICLR.",1,1,-1,-1,-1,-1,-1,-1,-1,-1
B1X0mzZCW-R1,"This paper suggests a simple yet effective approach for learning with weak supervision.  This learning scenario involves two datasets, one with clean data (i.e., labeled by the true function) and one with noisy data, collected using a weak source of supervision.    The suggested approach assumes a teacher and student networks, and builds the final representation incrementally, by taking into account the \""fidelity\"" of the weak label when training the student at the final step.   The fidelity score is given by the teacher, after being trained over the clean data, and it's used to build a cost-sensitive loss function for the students.   The suggested method seems to work well on several document classification tasks.   \n\nOverall, I liked the paper.   I would like the authors to consider the following questions - \n\n- Over the last 10 years or so, many different frameworks for learning with weak supervision were suggested (e.g., indirect supervision, distant supervision, response-based, constraint-based, to name a few).   First, I'd suggest acknowledging these works and discussing the differences to your work.  Second - Is your approach applicable to these frameworks?   It would be an interesting to compare to one of those methods  (e.g., distant supervision for relation extraction using a knowledge base), and see if by incorporating fidelity score, results improve.  \n\n- Can this approach be applied to semi-supervised learning?  Is there a reason to assume the fidelity scores computed by the teacher would not improve the student in a self-training framework? \n\n- The paper emphasizes that the teacher uses the student's initial representation, when trained over the clean data.   Is it clear that this step in needed?  Can you add an additional variant of your framework when the fidelity score are  computed by the teacher when trained from scratch?using different architecture than the student?  \n \n - I went over the authors comments and I appreciate their efforts to help clarify the issues raised.",1,1,1,-1,-1,-1,-1,-1,-1,-1
B1X0mzZCW-R2,"The problem of interest is to train deep neural network models with few labelled training samples.  The specific assumption is there is a large pool of unlabelled data, and a heuristic function that can provide label annotations, possibly with varying levels of noises, to those unlabelled data.  The adopted learning model is of a student/teacher framework as in privileged learning/knowledge distillation/model compression, and also machine teaching.  The student (deep neural network) model will learn from both labelled and unlabelled training data with the labels provided by the teacher (Gaussian process) model.  The teacher also supplies an uncertainty estimate to each predicted label.  How about the heuristic function?  This is used for learning initial feature representation of the student model.  Crucially, the teacher model will also rely on these learned features.  Labelled data and unlabelled data are therefore lie in the same dimensional space.  \n\nSpecific questions to be addressed:\n1)\tClustering of strongly-labelled data points.  Thinking about the statement \u201ceach an expert on this specific region of data space\u201d, if this is the case, I am expecting a clustering for both strongly-labelled data points and weakly-labelled data points.   Each teacher model is trained on a portion of strongly-labelled data, and will only predict similar weakly-labelled data.   On a related remark, the nice side-effect is not right as it was emphasized that data points with a high-quality label will be limited.   As well, GP models, are quite scalable nowadays (experiments with millions to billions of data points are available in recent NIPS/ICML papers, though, they are all rely on low dimensionality of the feature space for optimizing the inducing point locations).   It will be informative to provide results with a single GP model.   \n2)\tFrom modifying learning rates to weighting samples.   Rather than using uncertainty in label annotation as a multiplicative factor in the learning rate, it is more \u201cintuitive\u201d to use it to modify the sampling procedure of mini-batches (akin to baseline #4); sample with higher probability data points with higher certainty.   Here, experimental comparison with, for example, an SVM model that takes into account instance weighting will be informative, and a student model trained with logits (as in knowledge distillation/model compression). \n",1,1,1,-1,1,1,1,1,-1,-1
B1X0mzZCW-R3,"The authors propose an approach for training deep learning models for situation where there is not enough reliable annotated data.   This algorithm can be useful because correct annotation of enough cases to train a deep model in many domains is not affordable.   The authors propose to combine a huge number of weakly annotated data with a small set of strongly annotated cases to train a model in a student-teacher framework.   The authors evaluate their proposed methods on one toy problem and two real-world problems.   The paper is well written, easy to follow, and have good experimental study.    My main problem with the paper is the lack of enough motivation and justification for the proposed method; the methodology seems pretty ad-hoc to me and there is a need for more experimental study to show how the methodology work  . Here are some questions that comes to my mind:  (1) Why first building a student model only using the weak data and why not all the data together to train the student model?   To me, it seems that the algorithm first tries to learn a good representation for which lots of data is needed and the weak training data can be useful but why not combing with the strong data?   (2) What are the sensitivity of the procedure to how weakly the weak data are annotated (this could be studied using both toy example and real-world examples)?   (3) The authors explicitly suggest using an unsupervised method (check Baseline no.1) to annotate data weakly?   Why not learning the representation using an unsupervised learning method (unsupervised pre training)?   This should be at least one of the baselines.  \n(4) the idea of using surrogate labels to learn representation is also not new.   One example work is \""Discriminative Unsupervised Feature Learning with Exemplar Convolutional Neural Networks\"". The authors didn't compare their method with this one.",1,-1,1,-1,1,1,1,1,-1,-1
