Index,Text,Clarity of Review,Justification of Scores,Depth of Analysis,Fairness and Objectivity,Constructiveness of Feedback,Engagement with Related Work,Accuracy in Understanding,Consistency of Evaluation,Identification of Novelty,Ethical Considerations and Responsibility
H1LAqMbRW-R3,"Summary: This paper proposes to use the latent representations learned by a model-free RL agent to learn a transition model for use in model-based RL (specifically MCTS).  The paper introduces a strong model-free baseline (win rate ~80% in the MiniRTS environment) and shows that the latent space learned by this baseline does include relevant game information.  They use the latent state representation to learn a model for planning, which performs slightly better than a random baseline (win rate ~25%). \n\nPros:\n- Improvement of the model-free method from previous work by incorporating information about previously observed states, demonstrating the importance of memory. \n- Interesting evaluation of which input features are important for the model-free algorithm, such as base HP ratio and the amount of resources available. \n\nCons:\n- The model-based approach is disappointing compared to the model-free approach. \n\nQuality and Clarity:\n\nThe paper in general is well-written and easy to follow and seems technically correct,;  though I found some of the figures and definitions confusing, specifically:\n\n- The terms for different forward models are not defined (e.g. MatchPi, MatchA, etc.).  I can infer what they mean based on Figure 1 but it would be helpful to readers to define them explicitly. \n- In Figure 3b, it is not clear to me what the difference between the red and blue curves is. \n- In Figure 4, it would be helpful to label which color corresponds to the agent and which to the rule-based AI. \n- The caption in Figure 8 is malformatted. \n- In Figure 7, the baseline of \\hat{h_t}=h_{t-2} seems strange---I would find it more useful for Figure 7 to compare to the performance if the model were not used (i.e. if \\hat{h_t}=h_t) to see how much performance suffers as a result of model error. \n\nOriginality:\n\nI am unfamiliar with the MiniRTS environment, but given that it is only published in this year's NIPS (and that I couldn't find any other papers about it on Google Scholar) it seems that this is the first paper to compare model-free and model-based approaches in this domain.  However, the model-free approach does not seem particularly novel in that it is just an extension of that from Tian et al. (2017) plus some additional features.  The idea of learning a model based on the features from a model-free agent seems novel but lacks significance in that the results are not very compelling (see below). \n\nSignificance:\n\nI feel the paper overstates the results in saying that the learned forward model is usable in MCTS.  The implication in the abstract and introduction (at least as I interpreted it) is that the learned model would outperform a model-free method, but upon reading the rest of the paper I was disappointed to learn that in reality it drastically underperforms.  The baseline used in the paper is a random baseline, which seems a bit unfair---a good baseline is usually an algorithm that is an obvious first choice, such as the model-free approach",1,1,1,1,1,1,1,1,1,-1
H1mCp-ZRZ-R1,"In this work, the authors suggest the use of control variate schemes for estimating gradient values, within a reinforcement learning  framework.  The authors also introduce a specific control variate technique based on the so-called Stein\u2019s identity.  The paper is interesting and well-written. \n\nI have some question and some consideration that can be useful for improving the appealing of the paper. \n\n- I believe that different Monte Carlo (or Quasi-Monte Carlo) strategies can be applied in order to estimate the integral (expected value) in Eq. (1), as also suggested in this work.  Are there other alternatives in the literature?  Please, please discuss and cite some papers if required.   \n\n- I suggest to divide Section 3.1 in two subsections. The first one introducing Stein\u2019s identity and the related comments that you need, and a second one, starting after Theorem 3.1, with title \u201cStein Control Variate\u201d. \n\n-  Please also discuss the relationships, connections, and possible applications of your technique to other algorithms used in Bayesian optimization, active learning and/or sequential learning, for instance as\n\nM.  U. Gutmann and J. Corander, \u201cBayesian optimization for likelihood-free inference of simulator-based statistical mod- els,\u201d Journal of Machine Learning Research, vol. 16, pp. 4256\u2013 4302, 2015. \n\nG. da Silva Ferreira and D. Gamerman, \u201cOptimal design in geostatistics under preferential sampling,\u201d Bayesian Analysis, vol. 10, no. 3, pp. 711\u2013735, 2015. \n\nL. Martino, J. Vicent, G. Camps-Valls, \""Automatic Emulator and Optimized Look-up Table Generation for Radiative Transfer Models\"", IEEE International Geoscience and Remote Sensing Symposium (IGARSS), 2017. \n\n-  Please also discuss the dependence of your algorithm with respect to the starting baseline function \\phi_0.",1,-1,1,1,1,1,1,1,-1,-1
H1mCp-ZRZ-R2,"This paper proposed a class of control variate methods based on Stein's identity.  Stein's identity has been widely used in classical statistics and recently in statistical machine learning literature.  Nevertheless, applying Stein's identity to estimating policy gradient is a novel approach in reinforcement learning community.  To me, this approach is the right way of constructing control variates for estimating policy gradient.  The authors also did a good job in connecting with existing works and gave concrete examples for Gaussian policies.  The experimental results also look promising. \n\nIt would be nice to include some theoretical analyses like under what conditions, the proposed method can achieve smaller sample complexity than existing works.     \n\nOverall this is a strong paper and I recommend to accept.\n \n\n\n",1,1,1,1,1,1,1,1,1,-1
H1mCp-ZRZ-R3,"The paper proposes action-dependent baselines for reducing variance in policy gradient, through the derivation based on Stein\u2019s identity and control functionals.  The method relates closely to prior work on action-dependent baselines,  but explores in particular on-policy fitting and a few other design choices that empirically improve the performance.  \n\nA criticism of the paper is that it does not require Stein\u2019s identity/control functionals literature to derive Eq. 8, since it can be derived similarly to linear control variate and it has also previously been discussed in IPG [Gu et. al., 2017] as reparameterizable control variate.  The derivation through Stein\u2019s identity does not seem to provide additional insights/algorithm designs beyond direct derivation through reparameterization trick. \n\nThe empirical results appear promising, and in particular in comparison with Q-Prop, which fits Q-function using off-policy TD learning.  However, the discussion on the causes of the difference should be elaborated much more, as it appears there are substantial differences besides on-policy/off-policy fitting of the Q, such as:\n\n-FitLinear fits linear Q (through parameterization based on linearization of Q) using on-policy learning, rather than fitting nonlinear Q and then at application time linearize around the mean action.  A closer comparison would be to use same locally linear Q function for off-policy learning in Q-Prop.\n\n-The use of on-policy fitted value baseline within Q-function parameterization during on-policy fitting is nice.  Similar comparison should be done with off-policy fitting in Q-Prop. \n\nI wonder if on-policy fitting of Q can be elaborated more. Specifically, on-policy fitting of V seems to require a few design details to have best performance [GAE, Schulman et. al., 2016]: fitting on previous batch instead of current batch to avoid overfitting  (this is expected for your method as well, since by fitting to current batch the control variate then depends nontrivially on samples that are being applied), and possible use of trust-region regularization to prevent V from changing too much across iterations.  \n\nThe paper presents promising results with direct on-policy fitting of action-dependent baseline, which is promising since it does not require long training iterations as in off-policy fitting in Q-Prop.  As discussed above, it is encouraged to elaborate other potential causes that led to performance differences.  The experimental results are presented well for a range of Mujoco tasks.  \n\nPros:\n\n-Simple, effective method that appears readily available to be incorporated to any on-policy PG methods without significantly increase in computational time\n\n-Good empirical evaluation \n\nCons:\n\n-]The name Stein control variate seems misleading since the algorithm/method does not rely on derivation through Stein\u2019s identity etc.  and does not inherit novel insights due to this derivation.\n",1,1,1,1,1,1,1,1,1,-1
H1MczcgR--R1,"The paper discusses the problems of meta optimization with small look-ahead: do small runs bias the results of tuning?  The result is yes and the authors show how differently the tuning can be compared to tuning the full run.  The Greedy schedules are far inferior to hand-tuned schedules as they focus on optimizing the large eigenvalues while the small eigenvalues can not be \""seen\"" with a small lookahead.  The authors show that this effect is caused by the noise in the obective function. \n\npro:\n- Thorough discussion of the issue with theoretical understanding on small benchmark functions as well as theoretical work\n- Easy to read and follow \n\ncons:\n-Small issues in presentation: \n* Figure 2 \""optimal learning rate\"" -> \""optimal greedy learning rate\"", also reference to Theorem 2 for increased clarity. \n* The optimized learning rate in 2.3 is not described. This reduces reproducibility. \n* Figure 4 misses the red trajectories, also it would be easier to have colors on the same (log?)-scale.  \n  The text unfortunately does not explain why the loss function looks so vastly different\n  with different look-ahead.  I would assume from the description that the colors are based\n  on the final loss values obtaine dby choosing a fixed pair of decay exponent and effective LR.  \n\nTypos and notation:\npage 7 last paragraph: \""We train the all\"" -> We train all\nnotation page 5: i find \\nabla_{\\theta_i} confusing when \\theta_i is a scalar, i would propose \\frac{\\partial}{\\partial \\theta_i}\npage 2: \""But this would come at the expense of long-term optimization process\"": at this point of the paper it is not clear how or why this should happen.  Maybe add a sentence regarding the large/Small eigenvalues?",1,1,1,1,1,-1,1,1,1,1
H1MczcgR--R2,"This paper proposes a simple problem to demonstrate the short-horizon bias of the learning rate meta-optimization. \n\n- The idealized case of quadratic function the analytical solution offers a good way to understand how T-step look ahead can benefit the meta-algorithm. \n- The second part of the paper seems to be a bit disconnected to the quadratic function analysis.  It would be helpful to understand if there is gap between gradient based meta-optimization and the best effort(given by the analytical solution) \n- Unfortunately, no guideline or solution is offered in the paper. \n\nIn summary, the idealized model gives a good demonstration of the problem itself.  I think it might be of interest to some audiences in ICLR",1,1,1,1,-1,-1,1,1,1,-1
H1MczcgR--R3,"This paper studies the issue of truncated backpropagation for meta-optimization.  Backpropagation through an optimization process requires unrolling the optimization, which due to computational and memory constraints, is typically restricted or truncated to a smaller number of unrolled steps than we would like. \n\nThis paper highlights this problem as a fundamental issue limiting meta-optimization approaches.  The authors perform a number of experiments on a toy problem (stochastic quadratics) which is amenable to some theoretical analysis as well as a small fully connected network trained on MNIST.   \n\n(side note: I was assigned this paper quite late in the review process, and have not carefully gone through the derivations--specifically Theorems 1 and 2) .\n\nThe paper is generally clear and well written. \n\nMajor comments\n-------------------------\nI was a bit confused why 1000 SGD+mom steps pre-training steps were needed. As far as I can tell, pre-training is not typically done in the other meta-optimization literature?   The authors suggest this is needed because \""the dynamics of training are different at the very start compared to later stages\"", which is a bit vague. Perhaps the authors can expand upon  this point? \n\nThe conclusion suggests that the difference in greedy vs. fully optimized schedule is due to the curvature (poor scaling) of the objective --but Fig 2. and earlier discussion talked about the noise in the objective as introducing the bias (e.g. from earlier in the paper, \""The noise in the problem adds uncertainty to the objective, resulting in failures of greedy schedule\"").  Which is the real issue, noise or curvature?  Would running the problem on quadratics with different condition numbers be insightful? \n\nMinor comments\n-------------------------\nThe stochastic gradient equation in Sec 2.2.2 is missing a subscript: \""h_i\"" instead of \""h\""\ n\nIt would be nice to include the loss curve for a fixed learning rate and momentum for the noisy quadratic in Figure 2, just to get a sense of how that compares with the greedy and optimized curves.\ n\nIt looks like there was an upper bound constraint placed on the optimized learning rate in Figure 2--is that correct?  I couldn't find a mention of the constraint in the paper. (the optimized learning rate remains at 0.2 for the first ~60 steps)? \n\nFigure 2 (and elsewhere): I would change 'optimal' to 'optimized' to distinguish it from an optimal curve that might result from an analytic derivation. 'Optimized' makes it more clear that the curve was obtained using an optimization process. \n\nFigure 2: can you change the line style or thickness so that we can see both the red and blue curves for the deterministic case?  I assume the red curve is hiding beneath the blue one--but it would be good to see this explicitly. \n\nFigure 4 is fantastic--it succinctly and clearly demonstrates the problem of truncated unrolls . I would add a note in the caption to make it clear that the SMD trajectories are the red curves, e.g.: \""SMD trajectories (red) during meta-optimization of initial effective ...\"".  I would also change the caption to use \""meta-training losses\"" instead of \""training losses\"" (I believe those numbers are for the meta-loss, correct?) . Finally, I would add a colorbar to indicate numerical values for the different grayscale values. \n\nSome recent references that warrant a mention in the text:\n- both of these learn optimizers using longer numbers of unrolled steps:\nLearning gradient descent: better generalization and longer horizons, Lv et al, ICML 2017\nLearned optimizers that scale and generalize, Wichrowska et al, ICML 2017\n- another application of unrolled optimization:\nUnrolled generative adversarial networks, Metz et al, ICLR 2017 \n\nIn the text discussing Figure 4 (middle of pg. 8) , \""which is obtained by using...\"" should be \""which are obtained by using... \""\n\nIn the conclusion, \""optimal for deterministic objective\"" should be \""deterministic objectives\""",1,1,1,1,1,1,1,1,1,1
H1meywxRW-R1,Summary:\nThis paper proposed an extension of the dynamic coattention network (DCN) with deeper residual layers and self-attention.  It also introduced a mixed objective with self-critical policy learning to encourage predictions with high word overlap with the gold answer span.  The resulting DCN+ model achieved significant improvement over DCN. \n\nStrengths:\nThe model and the mixed objective is well-motivated and clearly explained.\nNear state-of-the-art performance on SQuAD dataset (according to the SQuAD leaderboard). \n\nOther questions and comments:\nThe ablation shows 0.7 improvement on EM with mixed objective.  It is interesting that the mixed objective (which targets F1) also brings improvement on EM. \n,1,1,-1,1,-1,-1,1,-1,1,-1
H1meywxRW-R2,"This paper proposed an improved version of dynamic coattention networks, which is used for question answering tasks.  Specifically, there are 2 aspects to improve DCN: one is to use a mixed objective that combines cross entropy with self-critical policy learning, the other one is to imporve DCN with deep residual coattention encoder.  The proposed model achieved STOA performance on Stanford Question Asnwering Dataset  and several ablation experiments show the effectiveness of these two improvements.  Although DCN+ is an improvement of DCN, I think the improvement is not incremental.  \n\nOne question is that since the model is compicated, will the authors release the source code to repeat all the experimental results?",1,-1,1,1,1,-1,1,1,1,1
H1meywxRW-R3,"The authors of this paper propose some extensions to the Dynamic Coattention Networks models presented last year at ICLR.  First they modify the architecture of the answer selection model by adding an extra coattention layer to improve the capture of dependencies between question and answer descriptions.  The other main modification is to train their DCN+ model using both cross entropy loss and F1 score (using RL supervision) in order to  reward the system for making partial matching predictions.  Empirical evaluations conducted on the SQuAD dataset indicates that this architecture achieves an improvement of at least 3%, both on F1 and exact match accuracy, over other comparable systems.  An ablation study clearly shows the contribution of the deep coattention mechanism and mixed objective training on the model performance.  \n\nThe paper is well written, ideas are presented clearly and the experiments section provide interesting insights such as the impact of RL on system training or the capability of the model to handle long questions and/or answers.  It seems to me that this paper is a significant contribution to the field of question answering systems",1,1,1,1,-1,-1,1,1,1,-1
H1Nyf7W0Z-R1,"The paper proposes another training objective for training neural sequence-to-sequence models.  The objective is based on alpha-divergence between the true input-output distribution q and the model distribution p.  The new objective generalizes  Reward-Augmented Maximum Likelihood (RAML) and entropy-regularized Reinforcement Learning (RL), to which it presumably degenerates when alpha goes to 1 or to 0 respectively. \n\nThe paper has significant writing issues.  In Paragraph \u201cMaximum Likelihood\u201d, page 2, the formalization of the studied problem is unclear.  Do X and Y denote the complete input/output spaces, or do they stand for the training set examples only?   In the former case, the statement \u201cx is uniformly sampled from X\u201d does not make sense because X is practically infinite.  Same applies to the dirac distribution q(y|x), the true conditional distribution of outputs given inputs is multimodal even for machine translation.  If X and Y were meant to refer to the training set, it would be worth mentioning the existence of the test set.  Furthermore, in the same Section 2 the paper fails to mention that reinforcement learning training also does not completely correspond to the evaluation approach, at which stage greedy search or beam search is used. \n\nThe proposed method is evaluated on just one dataset.  Crucially, there is no comparison to a trivial linear combination of ML and RL, which in one way or another was used in almost all prior work, including GNMT, Bahdanau et al, Ranzato et al.  The paper does not argue why alpha divergence is better that the aforementioned combination method and also does not include it in the comparison. \n\nTo sum up, I can not recommend the paper to acceptance,  because (a) an important baseline is missing  (b) there are serious writing issues",1,1,1,1,-1,1,1,1,1,-1
H1Nyf7W0Z-R2,"This paper considers a dichitomy between ML and RL based methods for sequence generation.  It is argued that the ML approach has some \""discrepancy\"" between the optimization objective and the learning objective, and the RL approach suffers from bad sample complexity.  An alpha-divergence formulation is considered to combine both methods. \n\nUnfortunately, I do not understand main points made in this paper and am thus not able to give an accurate evaluation of the technical content of this paper.  I therefore have no option but to vote for reject of this paper, based on my educated guess.  \n\nBelow are the points that I'm particularly confused about:\n\n1. For the ML formulation, the paper made several particularly confusing remarks. Some of them are blatantly wrong to me . For example, \n\n1.1 The q(.|.) distribution in Eq. (1) *cannot* really be the true distribution, because the true distribution is unknown and therefore cannot be used to construct estimators.  From the context, I guess the authors mean \""empirical training distribution\""? \n\n1.2 I understand that the ML objective is different from what the users really care about (e.g., blue score), but this does not seem a \""discrepancy\"" to me.  The ML estimator simply finds a parameter that is the most consistent to the observed sequences; and if it fails to perform well in some other evaluation criterion such as blue score, it simply means the model is inadequate to describe the data given, or the model class is so large that the give number of samples is insufficient, and as a result one should change his/her modeling to make it more apt to describe the data at hand.  In summary, I'm not convinced that the fact that ML optimizes a different objective than the blue score is a problem with the ML estimator. \n\nIn addition, I don't see at all why this discrepancy is a discrepancy between training and testing data.  As long as both of them are identically distributed, then no discrepancy exists. \n\n1.3 In point (ii) under the maximum likelihood section, I don't understand it at all and I think both sentences are wrong.  First, the model is *not* trained on the true distribution which is unknown.  The model is trained on an empirical distribution whose points are sampled from the true distribution.  I also don't understand why it is evaluated using p_theta; if I understand correctly, the model is evaluated on a held-out test data, which is also generated from the underlying true distribution. \n\n2. For the RL approach, I think it is very unclear as a formulation of an estimator.  For example, in Eq. (2), what is r and what is y*? It is mentioned that r is a \""reward\"" function, but I don't know what it means and the authors should perhaps explain further.  I just don't see how one obtains an estimated parameter theta from the formulation in Eq. (2), using training examples.",1,-1,1,1,-1,-1,-1,1,-1,-1
H1Nyf7W0Z-R3,"Summary of the paper: \n\nThis paper presents a method, called \\alpha-DM (the authors used this name because they are using \\alpha-Divergence to measure the distance between two distributions),   that addresses three important problems simultaneously: \n(a) Objective score discrepancy: i.e., in ML we minimize a cost function but we measure performance using something else, e.g., minimizing cross entropy and then measuring performance using BLEU score in Machine Translation (MT).  \n(b) Sampling distribution discrepancy: The model is trained using samples from true distribution but evaluated using samples from the learned distribution\n (c) Sample inefficiency: The RL model might rarely draw samples with high rewards which makes it difficult to compute gradients accurately for objective function\u2019s optimization  \n\nThen the authors present the results for machine translation task and also analysis of their proposed method. \n\nMy comments / feedback: \n\nThe paper is well written and the problem addressed by the paper is an important one.  My main concerns about this work are have two aspects: \n(a)\tNovelty\n1.\tThe idea is a good one and is great incremental research building on the top of previous ideas.  I do not agree with statements like \u201cWe demonstrate that the proposed objective function generalizes ML and RL objective functions \u2026\u201d that authors have made in the abstract. There is not enough evidence in the paper to validate this statement. \n(b)\tExperimental Results\n2.\tThe performance of the proposed method is not significantly better than other models in MT task.  I am also wondering why authors have not tried their method on at least one more task?  E.g., in CNN+LSTM based image captioning, the perplexity is minimized as cost function but the performance is measured by BLEU etc.   \n\nSome minor comments: \n\n1.\tIn page 2, 6th line after eq (1), \u201c\u2026 these two problems\u201d --> \u201c\u2026 these three problems\u201d \n2. \tIn page 2, the line before the last line, \u201c\u2026 resolbing problem\u201d --> \u201c\u2026 resolving problem\u201d\n",1,1,1,1,1,-1,1,1,1,-1
H1O0KGC6b-R1,"Summary: \nBased on ideas within the context of kernel theory, the authors consider post-training of NNs as an extra training step, which only optimizes the last layer of the network. \nThis additional step makes sure that the embedding, or representation, of the data is used in the best possible way for the considered task (which is also reflected in the experiments). \n\nAccording to the authors, the contributions are the following:\n1. Post-training step: keeping the rest of the NN frozen (after training), the method trains the last layer in order to \""make sure\"" that the representation learned is used in the most efficient way. \n2. Highlighting connections with kernel techniques and RKHS optimization (like kernel ridge regression). \n3. Experimental results. \n\nClarity:\nThe paper is well-written, the main ideas well-clarified.  \n\nImportance:\nWhile the majority of papers nowadays focuses on the representation part (i.e., how we get to \\Phi_{L-1}(x)), this paper assumes this is given and proposes how to optimize the weights in the final step of the algorithm.  This by itself is not enough to boost the performance universally (e.g., if \\Phi_{L-1} is not well-trained, the problem is deeper than training the last layer); however, it proposes an additional step that can be used in most NN architectures.  From that front (i.e., proposing to do something different than simply training a NN), I find the paper interesting, that might attract some attention at the conference. \n\nOn the other hand, to my humble opinion, the experimental results do not show a significant gain in the performances of all networks (esp. Figure 3 and Table 1 are within the range of statistical error).  In order to state something like this universally, either one needs to perform experiments with more than just MNIST/CIFAR datasets, or even more preferably, prove that the algorithm performs better. \n\nOriginality:\nIt would be great to have some more theory (if any) for the post-training step, or investigate more cases, rather than optimizing only the last layer. \n\nComments:\n1. I assume the authors focused in the last layer of the NN for simplicity, but is there a reason why one might want to focus only on the last layer?  One reason is convexity in W of the problem (2). Any other?  \n\n2. Have the authors considered (even in practice only) to include training of the last 2 layers of the NN?  The authors state this question in the future direction, but it would make the paper more complete to consider it here.\n",1,1,1,1,1,-1,1,1,1,-1
H1O0KGC6b-R2,"This paper proposes to fine-tune the last layer while keeping the others fixed, after initial end-to-end training, viewing the last layer learning under the light of kernel theory (well actually it's just a linear model). \n\nSummary of evaluation\n\nThere is not much novelty in this idea (of optimizing carefully only the last layer as a post-training stage or treating the last layer as kernel machine in a post-processing step), which dates back at least a decade,  so the only real contribution would be in the experiments.  However the experimental setup is questionable as it does not look like the same care has been given to control overfitting with the 'regular training' method. \n\nMore details\n\nPrevious work on the same idea: at least a decade old, e.g., Huang and LeCun 2006. See a review of such work in 'Deep Learning using Linear Support Vector Machines' more recently. \n\nExperiments\n\nYou should also have a weight norm penalty in the end-to-end ('regular training') case and make sure it is appropriately and separately tuned (not necessarily the same value as for the post-training).  Otherwise, the 'improvements' may simply be due to better regularization in one case vs the other, and the experimental curves suggest that interpretation is correct.\n",1,1,1,1,1,1,1,1,-1,-1
H1O0KGC6b-R3,"This paper demonstrate that by freezing all the penultimate layers at the end of regular training improves generalization.  However, the results do not convince this reviewer to switch to using 'post-training'. \n\nLearning features and then use a classifier such as a softmax or SVM is not new and were actually widely used 10 years ago.  However, freezing the layers and continue to train the last layer is of a minor novelty.  The results of the paper show a generalization gain in terms of better test time performance, however, it seems like the gain could be due to the \\lambda term which is added for post-training but not added for the baseline.  c.f. Eq 3 and Eq 4.\nTherefore, it's unclear whether the gain in generalization is due to an additional \\lambda term or from the post-training training itself. \n\nA way to improve the paper and be more convincing would be to obtain the state-of-the-art results with post-training that's not possible otherwise. \n\nOther notes, \n\nRemark 1: While it is true that dropout would change the feature function, to say that dropout 'should not be' applied, it would be good to support that statement with some experiments. \n\nFor table 1, please use decimal points instead of commas.\n",1,1,1,1,1,-1,1,1,1,-1
H1OQukZ0--R1,"Summary of the paper\n---------------------------\nThe paper addresses the issue of online optimization of hyper-parameters customary involved in deep architectures learning.   The covered framework is limited to regularization parameters.  These hyper-parameters, noted $\\lambda$, are updated along the training of model parameters $\\theta$ by relying on the generalization performance (validation error).  The paper proposes a dynamical system including the dynamical update of $\\theta$ and the update of the gradient $y$, derivative of $\\theta$ w.r.t. to the hyper-parameters.  The main contribution of the paper is to propose a way to re-initialize $y$ at each update of $\\lambda$ and a clipping procedure of $y$ in order to maintain the stability of the dynamical system.  Experimental evaluations on synthetic or real datasets are conducted to show the effectiveness of the approach. \n\nComments\n-------------\n- The materials of the paper sometimes may be quite not easy to follow.  Nevertheless the paper is quite well written. \n- The main contributions of the paper can be seen as an incremental version of (Franceschi et al, 2017) based on the proposal in (Luketina et al., 2016) . As such the impact of the contributions appears rather limited even though the experimental results show a better stability of the method compared to competitors. \n- One motivation of the approach is to fix the slow convergence of the method in (Franceschi et al, 2017).  The paper will gain in quality if a theoretical analysis of the speed-up brought by the proposed approach is discussed. \n- The goal of the paper is to address automatically the learning of regularization parameters.  Unfortunately, Algorithm 1 involves several other hyper-parameters (namely clipping factor $r$, constant $c$ or $\\eta$) which choices are not clearly discussed.  It turns that the paper trades a set of hyper-parameters for another one which tuning may be tedious.  This fact weakens the scope of the online hyper-parameter optimization approach. \n- It may be helpful to indicate the standard deviations of the experimental results",1,1,1,1,1,1,1,1,1,-1
H1OQukZ0--R2,"\n# Summary of paper\nThe paper proposes an algorithm for hyperparameter optimization that can be seen as an extension of Franceschi 2017 were some estimates are warm restarted to increase the stability of the method.  \n\n# Summary of review\nI find the contribution to be incremental, and the validation weak.  Furthermore, the paper discusses the algorithm using hand-waiving arguments and lacks the rigor that I would consider necessary on an optimization-based contribution.  None of my comments are fatal, but together with the incremental contribution I'm inclined as of this revision towards marginal reject.  \n\n# Detailed comments\n\n1. The distinction between parameters and hyperparameters (section 3) should be revised.  First, the definition of parameters should not include the word parameters.  Second, it is not clear what \""parameters of the regularization\"" means.  Typically, the regularization depends on both hyperparameters and parameters.  The real distinction between parameters and parameters is how they are estimated: hyperparameters cannot be estimated from the same dataset as the parameters as this would lead to overfitting and so need to be estimated using a different criterion, but both are \""begin learnt\"", just from different datasets. \n\n2. In Section 3.1, credit for the approach of computing the hypergradient by backpropagating through the training procedure is attributed to Maclaurin 2015. This is not correct.  This approach was first proposed in Domke 2012 and refined by Maclaurin 2015 (as correctly mentioned in Maclaurin 2015). \n\n3. Some quantities are not correctly specified. I should not need to guess from the context or related literature what the quantities refer to.  theta_K for example is undefined (although I could understand its meaning from the context) and sometimes used with arguments, sometimes without (i.e., both theta_K(lambda, theta_0) and theta_K are used). \n\n4. The hypothesis are not correctly specified.  Many of the results used require smoothness of the second derivative (e.g., the implicit function theorem) but these are nowhere stated. \n\n5. The algorithm introduces too many hyper-hyperparameters, although the authors do acknowledge this.  While I do believe that projecting into a compact domain is necessary (see Pedregosa 2016 assumption A3), the other parameters should ideally be relaxed or estimated from the evolution of the algorithm. \n\n# Minor\n\nmissing . after \""hypergradient exactly\"". \n\n\""we could optimization the hyperparam-\"" (typo). \n\nReferences:\n Justin  Domke.    Generic  methods  for  optimization-based modeling.  In\nInternational Conference on Artificial Intelligence and Statistics, 2012",1,1,1,1,1,1,1,1,1,1
H1OQukZ0--R3,"Summary of paper:\n\nThis work proposes an extension to an existing method (Franceschi 2017) to optimize regularization hyperparameters.  Their method claims increased stability in contrast to the existing one. \n\nSummary of review:\n\nThis is an incremental change of an existing method.  This is acceptable as long as the incremental change significantly improves results or the paper presents some convincing theoretical arguments.  I did not find either to be the case.  The theoretical arguments are interesting but lacking in rigor.  The proposed method introduces hyper-hyperparameters which may be hard to tune.  The experiments are small scale and it is unclear how much the method improves random grid search.  For these reasons, I cannot recommend this paper for acceptance. \n\nComments:\n1. Paper should cite Domke 2012 in related work section. \n2. Should state and verify conditions for application of implicit function theorem on page 2. \n3. Fix notation on page 3.  Dot is used on the right hand side to indicate an argument but not left hand side for equation after \""with respect to \\lambda\"". \n4. I would like to see more explanation for the figure in Appendix A.  What specific optimization is being depicted?  This figure could be moved into the paper's main body with some additional clarification. \n5. I did not understand the paragraph beginning with \""This poor estimation\"".  Is this just a restatement of the previous paragraph, which concluded convergence will be slow if \\eta is too small? \n6. I do understand the notation used in equation (8) on page 4. Are <, > meant to denote less than/greater than or something else? \n7. Discussion of weight decay on page 5 seems tangential to main point of the paper. Could be reduced to a sentence or two. \n8. I would like to see some experimental verification that the proposed method significantly reduces the dropout gradient variance (page 6), if the authors claim that tuning dropout probabilities is an area they succeed where others don't. \n9. Experiments are unconvincing. First, only one hyperparameter is being optimized and random search/grid search are sufficient for this.  Second, it is unclear how close the proposed method is to finding the optimal regularization parameter \\lambda.  All one can conclude is that it performs slightly better than grid search with a small number of runs.  I would have preferred to see an extensive grid search done to find the best possible \\lambda, then seen how well the proposed method does compared to this. \n10. I would have liked to see a plot of how the value of lambda changes throughout optimization.  If one can initialize lambda arbitrarily and have this method find the optimal lambda, that is more impressive than a method that works simply because of a fortunate initialization. \n\n\nTypos:\n1. Optimization -> optimize (bottom of page 2) \n2. Should be a period after sentence starting \""Several algorithms\"" on page 2. \n3. In algorithm box on page 5, enable_projection is never used.  Seems like warmup_time should also be an input to the algorithm",1,1,1,1,1,1,1,1,-1,1
H1pri9vTZ-R1,"This paper extends the framework of neural networks for finite-dimension to the case of infinite-dimension setting, called deep function machines.  This theory seems to be interesting and might have further potential in applications.",1,-1,-1,1,-1,-1,1,-1,1,-1
H1pri9vTZ-R2,"The main idea of this paper is to replace the feedforward summation\ny = f(W*x + b)\nwhere x,y,b are vectors, W is a matrix\nby an integral\n\\y = f(\\int W \\x + \\b)\nwhere \\x,\\y,\\b are functions, and W is a kernel.  A deep neural network with this integral feedforward is called a deep function machine.  \n\nThe motivation is along the lines of functional PCA: if the vector x was obtained by discretization of some function \\x, then one encounters the curse of dimensionality as one obtains finer and finer discretization.  The idea of functional PCA is to view \\x as a function is some appropriate Hilbert space, and expands it in some appropriate basis.  This way, finer discretization does not increase the dimension of \\x (nor its approximation), but rather improves the resolution.  \n\nThis paper takes this idea and applies it to deep neural networks.  Unfortunately, beyond rather obvious approximation results, the paper does not get major mileage out of this idea.  This approach amounts to a change of basis - and therefore the resolution invariance is not surprising.  In the experiments, results of this method should be compared not against NNs trained on the data directly, but against NNs trained on dimension reduced version of the data (eg: first fixed number of PCA components).  Unfortunately, this was not done. I suspect that in this case, the results would be very similar. \n\n",1,1,1,1,1,-1,1,1,1,-1
